subdim	prefix	video	suffix	dim	task_type	negative	positive	index
opening vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.person_opens_vehicle_door.6759.6816	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	32
opening vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.person_opens_vehicle_door.11037.11100	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	33
opening vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.person_opens_vehicle_door.14591.14654	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	34
opening vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.person_opens_vehicle_door.15284.15492	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	35
opening vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.person_opens_vehicle_door.15165.15264	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	36
opening vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.person_opens_vehicle_door.9737.10035	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	37
closing vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.person_closes_vehicle_door.10235.10276	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	39
closing vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.person_closes_vehicle_door.988.1034	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	40
closing vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.person_closes_vehicle_door.1887.1927	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	41
closing vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.person_closes_vehicle_door.2664.2810	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	42
closing vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.person_closes_vehicle_door.3277.3336	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	43
closing vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.person_closes_vehicle_door.5248.5282	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	44
closing vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.person_closes_vehicle_door.6848.6896	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	45
closing vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.person_closes_vehicle_door.14352.14397	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	46
closing vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.person_closes_vehicle_door.14675.14715	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	47
closing vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.person_closes_vehicle_door.15378.15413	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	48
closing vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.person_closes_vehicle_door.9708.9737	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	49
closing vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.person_closes_vehicle_door.10058.10097	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	50
stopping	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_stops.769.822	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	54
stopping	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_stops.5146.5171	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	61
stopping	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_stops.13926.13970	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	62
stopping	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_stops.8821.8900	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	66
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_turns_right.11258.11393	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	68
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_turns_right.16625.16724	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	69
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_turns_right.3073.3119	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	70
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_turns_right.4773.4895	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	71
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_turns_right.7352.7434	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	72
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_turns_right.16269.16439	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	73
turning left	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_turns_left.2602.2700	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	74
turning left	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_turns_left.2906.3048	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	75
turning left	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_turns_left.1688.1713	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	76
turning left	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_turns_left.1897.2032	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	77
turning left	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_turns_left.5292.5372	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	78
turning left	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_turns_left.13962.14148	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	79
turning left	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_turns_left.16107.16243	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	80
turning left	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_turns_left.9127.9234	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	81
turning left	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_turns_left.9325.9453	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	82
turning left	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_turns_left.11461.11574	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	83
starting	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_starts.16137.16174	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	84
starting	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_starts.10622.10676	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	86
starting	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_starts.11297.11332	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	88
starting	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_starts.5042.5092	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	90
starting	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_starts.5257.5284	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	91
starting	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_starts.15890.15942	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	92
starting	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_starts.7037.7090	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	94
starting	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000007.vehicle_starts.2356.2401	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	96
unloading vehicle	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000008.person_unloads_vehicle.2209.2319	.mp4	human_vehicle	retrieval	person loading vehicle	person unloading vehicle	101
entering vehicle	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000008.person_enters_vehicle.2423.2559	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	105
opening vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000008.person_opens_vehicle_door.826.865	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	106
opening vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000008.person_opens_vehicle_door.1908.1947	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	107
opening vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000008.person_opens_vehicle_door.2066.2130	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	108
opening vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000008.person_opens_vehicle_door.1764.1816	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	109
opening vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000008.person_opens_vehicle_door.2114.2190	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	110
closing vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000008.person_closes_vehicle_door.2019.2051	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	111
closing vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000008.person_closes_vehicle_door.922.949	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	112
closing vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000008.person_closes_vehicle_door.2297.2353	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	113
closing vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000008.person_closes_vehicle_door.2373.2423	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	114
closing vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000008.person_closes_vehicle_door.2550.2604	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	115
turning left	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000008.vehicle_turns_left.3181.3341	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	116
turning left	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000008.vehicle_turns_left.3360.3568	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	117
starting	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000008.vehicle_starts.3725.3789	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	121
stopping	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000008.vehicle_stops.1280.1339	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	122
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000008.vehicle_turns_right.589.660	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	126
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000008.vehicle_turns_right.3011.3128	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	128
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000008.vehicle_turns_right.3780.3888	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	129
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000200_00_000100_000171.vehicle_turns_right.166.237	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	130
stopping	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000200_02_000479_000635.vehicle_stops.1100.1254	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	131
turning left	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000200_02_000479_000635.vehicle_turns_left.1809.1955	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	135
turning left	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000201_00_000018_000380.vehicle_turns_left.1.69	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	144
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000201_00_000018_000380.vehicle_turns_right.9485.9603	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	151
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000201_00_000018_000380.vehicle_turns_right.1429.1503	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	152
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000201_00_000018_000380.vehicle_turns_right.4904.5048	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	153
stopping	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000201_01_000384_000589.vehicle_stops.5667.5763	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	157
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000201_01_000384_000589.vehicle_turns_right.155.225	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	161
starting	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000201_01_000384_000589.vehicle_starts.5642.5785	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	168
starting	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000201_01_000384_000589.vehicle_starts.5772.5912	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	170
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000201_02_000590_000623.vehicle_turns_right.282.398	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	171
turning left	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000201_04_000682_000822.vehicle_turns_left.3436.3519	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	183
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000203_01_000171_000345.vehicle_turns_right.2988.3100	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	184
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000203_01_000171_000345.vehicle_turns_right.853.921	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	185
stopping	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000203_01_000171_000345.vehicle_stops.2572.2657	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	188
turning left	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000203_01_000171_000345.vehicle_turns_left.4043.4147	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	194
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000204_09_001768_001849.vehicle_turns_right.0.99	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	196
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000204_09_001768_001849.vehicle_turns_right.779.1290	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	197
stopping	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000205_01_000197_000342.vehicle_stops.182.315	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	200
stopping	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000205_01_000197_000342.vehicle_stops.2184.2289	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	201
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000205_01_000197_000342.vehicle_turns_right.2214.2290	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	202
turning left	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000205_02_000409_000566.vehicle_turns_left.1041.1188	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	210
turning left	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000205_02_000409_000566.vehicle_turns_left.2874.3000	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	211
turning left	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000205_02_000409_000566.vehicle_turns_left.3265.3444	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	212
starting	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000205_03_000860_000922.vehicle_starts.1222.1277	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	213
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000205_03_000860_000922.vehicle_turns_right.1183.1261	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	219
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000205_05_001092_001124.vehicle_turns_right.865.957	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	222
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000206_00_000025_000058.vehicle_turns_right.820.922	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	223
starting	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_000206_08_001618_001712.vehicle_starts.570.630	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	235
stopping	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040000_08_001084_001190.vehicle_stops.1677.1779	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	239
turning left	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040000_09_001194_001574.vehicle_turns_left.8070.8243	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	240
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040003_00_000000_000072.vehicle_turns_right.494.666	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	241
stopping	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040003_01_000083_000193.vehicle_stops.812.882	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	242
opening vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040003_02_000197_000552.person_opens_vehicle_door.770.820	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	246
closing vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040003_02_000197_000552.person_closes_vehicle_door.3412.3432	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	247
starting	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040003_02_000197_000552.vehicle_starts.987.1017	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	248
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040003_02_000197_000552.vehicle_turns_right.3075.3213	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	249
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040003_02_000197_000552.vehicle_turns_right.1017.1146	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	250
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040003_02_000197_000552.vehicle_turns_right.7937.8054	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	251
turning left	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040003_02_000197_000552.vehicle_turns_left.341.500	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	254
turning left	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040003_02_000197_000552.vehicle_turns_left.2904.2983	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	255
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040005_06_000886_001016.vehicle_turns_right.593.709	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	256
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040005_06_000886_001016.vehicle_turns_right.734.840	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	257
opening trunk	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040100_03_000496_000559.person_opens_trunk.1333.1370	.mp4	human_vehicle	retrieval	person closing trunk	person opening trunk	258
closing trunk	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040100_03_000496_000559.person_closes_trunk.1473.1500	.mp4	human_vehicle	retrieval	person opening trunk	person closing trunk	259
unloading vehicle	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040100_03_000496_000559.person_unloads_vehicle.1378.1463	.mp4	human_vehicle	retrieval	person loading vehicle	person unloading vehicle	260
closing vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040100_03_000496_000559.person_closes_vehicle_door.1227.1244	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	262
stopping	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040100_03_000496_000559.vehicle_stops.1031.1082	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	263
opening trunk	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040100_04_000626_000689.person_opens_trunk.353.430	.mp4	human_vehicle	retrieval	person closing trunk	person opening trunk	264
closing trunk	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040100_04_000626_000689.person_closes_trunk.789.819	.mp4	human_vehicle	retrieval	person opening trunk	person closing trunk	265
loading vehicle	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040100_04_000626_000689.person_loads_vehicle.434.536	.mp4	human_vehicle	retrieval	person unloading vehicle	person loading vehicle	266
opening vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040100_04_000626_000689.person_opens_vehicle_door.924.987	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	270
opening trunk	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040100_05_000696_000762.person_opens_trunk.652.709	.mp4	human_vehicle	retrieval	person closing trunk	person opening trunk	273
closing trunk	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040100_05_000696_000762.person_closes_trunk.1165.1227	.mp4	human_vehicle	retrieval	person opening trunk	person closing trunk	274
unloading vehicle	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040100_05_000696_000762.person_unloads_vehicle.936.1103	.mp4	human_vehicle	retrieval	person loading vehicle	person unloading vehicle	275
unloading vehicle	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040100_05_000696_000762.person_unloads_vehicle.725.897	.mp4	human_vehicle	retrieval	person loading vehicle	person unloading vehicle	276
entering vehicle	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040100_05_000696_000762.person_enters_vehicle.1416.1446	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	279
closing vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_040100_05_000696_000762.person_closes_vehicle_door.505.570	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	284
